date,close,volume,ticker
2024-09-03,213.5,7214274,SOXX
2024-09-04,214.2,4435768,SOXX
2024-09-05,213.05,3988332,SOXX
2024-09-06,203.93,5596274,SOXX
2024-09-09,207.96,4078571,SOXX
2024-09-10,210.15,2390615,SOXX
2024-09-11,219.91,6521352,SOXX
2024-09-12,218.94,4739645,SOXX
2024-09-13,222.85,5267972,SOXX
2024-09-16,219.88,2469826,SOXX
2024-09-17,220.15,2304065,SOXX
2024-09-18,217.72,4671939,SOXX
2024-09-19,226.99,4624651,SOXX
2024-09-20,223.67,4550812,SOXX
2024-09-23,224.54,2454242,SOXX
2024-09-24,227.26,4314726,SOXX
2024-09-25,228.27,2191237,SOXX
2024-09-26,236.43,5537381,SOXX
2024-09-27,232.68,2303594,SOXX
2024-09-30,230.59,2694896,SOXX
2024-10-01,224.13,3926494,SOXX
2024-10-02,227.15,1762086,SOXX
2024-10-03,227.96,2110717,SOXX
2024-10-04,231.08,2686621,SOXX
2024-10-07,230.45,2006777,SOXX
2024-10-08,232.72,2508524,SOXX
2024-10-09,235.15,2019084,SOXX
2024-10-10,233.5,1886504,SOXX
2024-10-11,235.46,4572949,SOXX
2024-10-14,239.8,2142457,SOXX
2024-10-15,227.36,6421198,SOXX
2024-10-16,227.36,3776554,SOXX
2024-10-17,229.15,2407756,SOXX
2024-10-18,229.36,1643661,SOXX
2024-10-21,228.93,2034318,SOXX
2024-10-22,228.08,2476371,SOXX
2024-10-23,226.04,2259997,SOXX
2024-10-24,227.3,2247889,SOXX
2024-10-25,229.58,2209641,SOXX
2024-10-28,229.72,1508521,SOXX
2024-10-29,235.37,3135032,SOXX
2024-10-30,227.07,4324391,SOXX
2024-10-31,218.26,6120820,SOXX
2024-11-01,220.58,2130522,SOXX
2024-11-04,219.31,1727676,SOXX
2024-11-05,221.87,2273746,SOXX
2024-11-06,228.34,3643965,SOXX
2024-11-07,233.1,3154591,SOXX
2024-11-08,231.36,1769237,SOXX
2024-11-11,225.57,4250375,SOXX
2024-11-12,223.11,3259697,SOXX
2024-11-13,218.37,3057482,SOXX
2024-11-14,218.24,2523582,SOXX
2024-11-15,211.21,4748178,SOXX
2024-11-18,213.94,2444116,SOXX
2024-11-19,214.35,2363416,SOXX
2024-11-20,212.71,3995002,SOXX
2024-11-21,216.08,4245358,SOXX
2024-11-22,216.17,2672597,SOXX
2024-11-25,218.28,2787692,SOXX
2024-11-26,215.45,2783854,SOXX
2024-11-27,212.56,3122325,SOXX
2024-11-29,215.4,2505319,SOXX
2024-12-02,221.06,3706952,SOXX
2024-12-03,219.81,1914917,SOXX
2024-12-04,222.72,2681217,SOXX
2024-12-05,218.51,2421990,SOXX
2024-12-06,219.83,1823118,SOXX
2024-12-09,218.77,1574785,SOXX
2024-12-10,213.57,2566552,SOXX
2024-12-11,218.94,3233876,SOXX
2024-12-12,217.24,2680182,SOXX
2024-12-13,223.3,3720995,SOXX
2024-12-16,227.44,4773986,SOXX
2024-12-17,223.87,2397293,SOXX
2024-12-18,215.59,4425962,SOXX
2024-12-19,211.97,3255705,SOXX
2024-12-20,214.82,4681123,SOXX
2024-12-23,221.32,3044278,SOXX
2024-12-24,223.6,1252261,SOXX
2024-12-26,223.53,1306310,SOXX
2024-12-27,221.64,1932951,SOXX
2024-12-30,217.28,2566907,SOXX
2024-12-31,215.49,1354488,SOXX
2025-01-02,216.82,2409284,SOXX
2025-01-03,222.47,2624311,SOXX
2025-01-06,228.91,4176463,SOXX
2025-01-07,225.79,3694760,SOXX
2025-01-08,223.54,3141824,SOXX
2025-01-10,218.2,4037986,SOXX
2025-01-13,217.53,2309950,SOXX
2025-01-14,218.96,1492750,SOXX
2025-01-15,223.21,2900152,SOXX
2025-01-16,223.54,3029480,SOXX
2025-01-17,229.74,3785506,SOXX
2025-01-21,232.45,3201458,SOXX
2025-01-22,235.81,3461054,SOXX
2025-01-23,235.37,2567085,SOXX
2025-01-24,230.64,2229926,SOXX
2025-01-27,212.55,16943563,SOXX
2025-01-28,213.5,9118291,SOXX
2025-01-29,214.38,2430750,SOXX
2025-01-30,218.74,4653826,SOXX
2025-01-31,218.13,3870302,SOXX
2025-02-03,214.2,3646784,SOXX
2025-02-04,216.4,3742276,SOXX
2025-02-05,220.59,2200543,SOXX
2025-02-06,220.3,3111652,SOXX
2025-02-07,216.87,3297641,SOXX
2025-02-10,219.7,2698566,SOXX
2025-02-11,219.9,1550036,SOXX
2025-02-12,220.14,2017516,SOXX
2025-02-13,222.84,2546770,SOXX
2025-02-14,223.07,1566517,SOXX
2025-02-18,226.76,3605031,SOXX
2025-02-19,230.53,2635670,SOXX
2025-02-20,231.07,2642349,SOXX
2025-02-21,223.98,2946986,SOXX
2025-02-24,218.67,3372810,SOXX
2025-02-25,214.21,3514151,SOXX
2025-02-26,217.94,2562568,SOXX
2025-02-27,205.25,4349108,SOXX
2025-02-28,208.52,3722143,SOXX
2025-03-03,201.15,5067773,SOXX
2025-03-04,202.27,5487928,SOXX
2025-03-05,206.63,3312542,SOXX
2025-03-06,198.04,5088703,SOXX
2025-03-07,203.85,3713680,SOXX
2025-03-10,194.42,5410827,SOXX
2025-03-11,192.12,3776566,SOXX
2025-03-12,196.08,3143006,SOXX
2025-03-13,195.1,2504164,SOXX
2025-03-14,201.12,3696844,SOXX
2025-03-17,204.44,2743139,SOXX
2025-03-18,201.47,2470833,SOXX
2025-03-19,203.11,2330806,SOXX
2025-03-20,201.49,2265887,SOXX
2025-03-21,199.38,2873367,SOXX
2025-03-24,205.3,3947023,SOXX
2025-03-25,204.19,1419149,SOXX
2025-03-26,198.47,3693809,SOXX
2025-03-27,194.56,3545897,SOXX
2025-03-28,188.68,4122301,SOXX
2025-03-31,188.17,3843006,SOXX
2025-04-01,188.27,3108828,SOXX
2025-04-02,189.48,2784763,SOXX
2025-04-03,170.36,9982623,SOXX
2025-04-04,157.63,13988416,SOXX
2025-04-07,161.27,18686463,SOXX
2025-04-08,154.86,11023304,SOXX
2025-04-09,183.62,23539516,SOXX
2025-04-10,168.61,14499042,SOXX
2025-04-11,172.26,9890868,SOXX
2025-04-14,173.4,5657369,SOXX
2025-04-15,174.11,3201102,SOXX
2025-04-16,167.39,10204993,SOXX
2025-04-17,166.55,4920975,SOXX
2025-04-21,163.64,4769663,SOXX
2025-04-22,166.82,4995995,SOXX
2025-04-23,173.07,7323834,SOXX
2025-04-24,183.03,6873428,SOXX
2025-04-25,184.81,4224852,SOXX
2025-04-28,184.48,2875390,SOXX
2025-04-29,182.51,3526968,SOXX
2025-04-30,183.84,3580528,SOXX
2025-05-01,183.59,3997602,SOXX
2025-05-02,190.03,4581424,SOXX
2025-05-05,188.57,3323225,SOXX
2025-05-06,186.77,2844559,SOXX
2025-05-07,190.04,3002722,SOXX
2025-05-08,191.74,3457666,SOXX
2025-05-09,193.94,2808480,SOXX
2025-05-12,207.87,10675629,SOXX
2025-05-13,213.76,5693582,SOXX
2025-05-14,214.79,4162837,SOXX
2025-05-15,213.41,4216879,SOXX
2025-05-16,213.13,2521507,SOXX
2025-05-19,211.85,5334720,SOXX
2025-05-20,211.54,2968043,SOXX
2025-05-21,207.67,5007748,SOXX
2025-05-22,205.75,5397309,SOXX
2025-05-23,202.56,9527915,SOXX
