feature,importance
vol_4w,0.25453250925759774
ret_5d,0.19800976720413038
vol_growth,0.1779598730680412
top2_Health disparities and outcomes,0.03536201378738033
"top5_4w_Financial Literacy, Pension, Retirement Analysis",0.026903891128863454
top2_Healthcare Policy and Management,0.02631048602173777
top5_4w_Healthcare Policy and Management,0.022569487698753356
top2_4w_Health disparities and outcomes,0.02188090178606152
"top5_4w_Insurance, Mortality, Demography, Risk Management",0.019349035643824074
top2_4w_Healthcare Systems and Reforms,0.01900247324859643
top5_4w_Employment and Welfare Studies,0.017181858195453835
top2_Healthcare Systems and Reforms,0.016099622599534562
top5_infrequent_sklearn,0.01608264840035686
top2_infrequent_sklearn,0.013927474971891247
top5_Employment and Welfare Studies,0.009410847322038287
top5_Healthcare Policy and Management,0.009377087047818942
"top5_Insurance, Mortality, Demography, Risk Management",0.009138072776328507
"top5_Health Systems, Economic Evaluations, Quality of Life",0.00857112495602581
"top2_Insurance, Mortality, Demography, Risk Management",0.008376566378855933
top2_Employment and Welfare Studies,0.008007675117467998
top2_Global Maternal and Child Health,0.007928766268243211
top2_Climate Change and Health Impacts,0.0076364482813860764
top5_Health disparities and outcomes,0.007474209314231211
top5_Healthcare Systems and Reforms,0.0073941350058891655
top5_Climate Change and Health Impacts,0.006114418557226462
top5_Fiscal Policy and Economic Growth,0.004474223588718683
"top5_Financial Literacy, Pension, Retirement Analysis",0.004031978164447966
top5_Global Maternal and Child Health,0.0037049395814784977
top2_4w_Healthcare Policy and Management,0.0034140223362639794
top5_4w_Healthcare Systems and Reforms,0.0033522898856214027
top5_nan,0.0031469251363335808
top5_Global Public Health Policies and Epidemiology,0.0030385292322524684
"top2_Health Systems, Economic Evaluations, Quality of Life",0.0030084786696121554
"top5_Energy, Environment, Economic Growth",0.0029655122951887398
top5_Air Quality and Health Impacts,0.0025851004496588083
top5_Economic Growth and Productivity,0.0020896454414647135
"top5_Retirement, Disability, and Employment",0.0018487335536602157
top5_Healthcare Systems and Challenges,0.0013542399543009043
top5_4w_infrequent_sklearn,0.001177137429496993
top5_Global Health Workforce Issues,0.0010499634885693392
top2_Economic Growth and Productivity,0.0010481985066514163
top2_Air Quality and Health Impacts,0.0007095874526601882
"top5_Gender, Labor, and Family Dynamics",0.0005993315568460418
top5_COVID-19 Pandemic Impacts,0.00031933086936631656
top2_4w_infrequent_sklearn,0.00031025197447605285
top2_Aging and Gerontology Research,0.00027143635359015564
top5_4w_Health disparities and outcomes,0.0002672388972463618
top5_Blood Pressure and Hypertension Studies,0.00023643283874109038
"top5_Birth, Development, and Health",0.0001804710331985686
top2_Fiscal Policy and Economic Growth,9.503481870145163e-05
top5_Global Healthcare and Medical Tourism,3.261885603572688e-05
top5_Demographic Trends and Gender Preferences,2.978749919629648e-05
top5_Energy and Environment Impacts,2.418026305534448e-05
top5_Intergenerational Family Dynamics and Caregiving,2.0926142342080064e-05
top5_HIV/AIDS Impact and Responses,1.2059693090015301e-05
