feature,importance
vol_4w,0.2626960758317613
ret_5d,0.16646958802627357
vol_growth,0.1564872987437566
top5_4w_Ethics and Social Impacts of AI,0.04164778393120331
top5_Ethics and Social Impacts of AI,0.03551526249654546
top5_4w_Clinical Reasoning and Diagnostic Skills,0.031181728586768015
top5_4w_Explainable Artificial Intelligence (XAI),0.026754912635037296
top5_4w_Artificial Intelligence in Healthcare,0.01964494407600413
"top5_Healthcare cost, quality, practices",0.017752878772622698
top5_Clinical Reasoning and Diagnostic Skills,0.017215689844800614
top5_4w_Ethics in Clinical Research,0.01683936295168866
top2_COVID-19 diagnosis using AI,0.015864260815926005
top5_Radiomics and Machine Learning in Medical Imaging,0.01475388246493418
top5_4w_AI in Service Interactions,0.013549779470799855
top5_Machine Learning in Healthcare,0.012557803797794198
top5_Artificial Intelligence in Healthcare,0.01135988787908481
top5_4w_Online Learning and Analytics,0.010097821691837884
top2_Radiomics and Machine Learning in Medical Imaging,0.010085400041097037
top5_infrequent_sklearn,0.009606358083207187
top5_AI in Service Interactions,0.009583792264962029
top2_Machine Learning in Healthcare,0.0095264633775168
top5_COVID-19 diagnosis using AI,0.009381949811818452
top2_4w_COVID-19 diagnosis using AI,0.009258598574484108
top5_Biomedical and Engineering Education,0.008358285473947336
top5_Ethics in Clinical Research,0.008093695663063819
top2_4w_Machine Learning in Healthcare,0.005994232258942554
top5_Explainable Artificial Intelligence (XAI),0.005860406836967142
top5_Online Learning and Analytics,0.004884884793883406
top2_Ethics in Clinical Research,0.004830964402235884
top2_Artificial Intelligence in Healthcare,0.004396501562715421
top2_AI in cancer detection,0.004322820211398027
top2_infrequent_sklearn,0.0040748906639708525
top5_4w_Topic Modeling,0.0038834192987471676
top5_AI in cancer detection,0.0037922470219348926
top2_Explainable Artificial Intelligence (XAI),0.003707448389542026
top5_Topic Modeling,0.003500991330622703
top2_AI in Service Interactions,0.0020868203865434167
top5_4w_infrequent_sklearn,0.0015234759332568354
top2_Ethics and Social Impacts of AI,0.0013225840562911644
top5_Advanced X-ray and CT Imaging,0.0009542237434860152
top5_4w_Radiomics and Machine Learning in Medical Imaging,0.00019111470841995577
top5_Radiology practices and education,0.00017724502234173683
"top5_Cardiac, Anesthesia and Surgical Outcomes",0.00016123902741593823
top5_Autopsy Techniques and Outcomes,3.654661947339508e-05
top2_4w_Radiomics and Machine Learning in Medical Imaging,1.4438424876249939e-05
top2_4w_infrequent_sklearn,0.0
top2_Autopsy Techniques and Outcomes,0.0
