feature,importance
vol_4w,0.15496391646179158
pub_4w,0.14785782683989054
top3_4w_share,0.11999365206294181
ret_5d,0.11274809959744354
top5_4w_share,0.09990054366096969
vol_growth,0.08656654054704847
pub_growth,0.07669230709245971
top5_4w_Ethics and Social Impacts of AI,0.02057922552338143
top5_4w_Explainable Artificial Intelligence (XAI),0.018128951947696096
top5_4w_Clinical Reasoning and Diagnostic Skills,0.015426976169539428
top5_Ethics and Social Impacts of AI,0.014838881589142667
top5_4w_Ethics in Clinical Research,0.0143197060414413
top5_4w_Artificial Intelligence in Healthcare,0.01106897078490476
top2_COVID-19 diagnosis using AI,0.0105441206873181
top5_Clinical Reasoning and Diagnostic Skills,0.008390998355973523
top5_Machine Learning in Healthcare,0.0074809746790918015
"top5_Healthcare cost, quality, practices",0.007258109402590087
top5_Artificial Intelligence in Healthcare,0.006180088699691456
top5_4w_AI in Service Interactions,0.00581896866723084
top2_Machine Learning in Healthcare,0.005489819350454149
top5_4w_Online Learning and Analytics,0.005316421507058691
top5_Radiomics and Machine Learning in Medical Imaging,0.005042824725785917
top2_Radiomics and Machine Learning in Medical Imaging,0.005018139434220743
top5_AI in Service Interactions,0.004238185411812932
top5_infrequent_sklearn,0.003766560847452398
top5_Ethics in Clinical Research,0.003667836796991311
top2_4w_COVID-19 diagnosis using AI,0.0033046881323428325
top5_COVID-19 diagnosis using AI,0.00286203087521699
top5_Biomedical and Engineering Education,0.0023972120105422794
top5_Explainable Artificial Intelligence (XAI),0.002148598067104748
top2_4w_Machine Learning in Healthcare,0.0019952551689325785
top5_4w_Topic Modeling,0.0019650541569891686
top5_Topic Modeling,0.0018955845720648912
top5_Online Learning and Analytics,0.0017813503599718248
top2_Artificial Intelligence in Healthcare,0.0017286120142480555
top5_AI in cancer detection,0.0016660572982462355
top2_Ethics in Clinical Research,0.0013379146982706747
top2_infrequent_sklearn,0.0012635370765563811
top2_AI in cancer detection,0.0012245253756034537
top2_Explainable Artificial Intelligence (XAI),0.0009652179991035789
top2_AI in Service Interactions,0.0005627080584786861
top2_Ethics and Social Impacts of AI,0.000517979926796286
top5_4w_infrequent_sklearn,0.0004360494155608613
top5_Advanced X-ray and CT Imaging,0.0004101042725675014
top5_Autopsy Techniques and Outcomes,0.00015011132682231403
top5_Radiology practices and education,7.107187935277157e-05
top5_4w_Radiomics and Machine Learning in Medical Imaging,1.7690430904900196e-05
top2_4w_infrequent_sklearn,0.0
top2_4w_Radiomics and Machine Learning in Medical Imaging,0.0
top2_Autopsy Techniques and Outcomes,0.0
"top5_Cardiac, Anesthesia and Surgical Outcomes",0.0
