feature,importance
vol_4w,0.19558721059772644
top5_4w_share,0.12999628247378464
top3_4w_share,0.1140624491604021
pub_4w,0.11268894510130618
vol_growth,0.09611736575761455
ret_5d,0.08658970509479261
pub_growth,0.07735756016047729
top5_4w_Financial Reporting and Valuation Research,0.028141666537701372
"top5_4w_Banking stability, regulation, efficiency",0.024067720109295955
top5_4w_Private Equity and Venture Capital,0.013980802288684898
"top2_Auditing, Earnings Management, Governance",0.013115744991920074
top2_4w_Working Capital and Financial Performance,0.01095287731182785
"top2_4w_Auditing, Earnings Management, Governance",0.01059217519568624
top2_Working Capital and Financial Performance,0.009714302873723688
top5_4w_Financial Markets and Investment Strategies,0.009403736211954483
top5_Corporate Social Responsibility Reporting,0.006262854808715541
"top5_Banking stability, regulation, efficiency",0.005225721951549527
"top2_Banking stability, regulation, efficiency",0.005032855581619962
top5_Financial Reporting and Valuation Research,0.004149102127549381
top5_infrequent_sklearn,0.004059919954419409
top5_Working Capital and Financial Performance,0.004033745854177524
top5_Financial Markets and Investment Strategies,0.003851696431424871
top5_Corporate Taxation and Avoidance,0.0035705242391752667
top5_Private Equity and Venture Capital,0.0034315442190051473
top2_Financial Markets and Investment Strategies,0.003424706759927372
top2_Private Equity and Venture Capital,0.0030153555629606737
"top5_Auditing, Earnings Management, Governance",0.0026110121039323265
top5_Firm Innovation and Growth,0.002557449893078362
top5_Family Business Performance and Succession,0.002521832157877795
top2_Financial Reporting and Valuation Research,0.0021224824969517876
top2_infrequent_sklearn,0.0019386548705572781
top5_4w_Corporate Social Responsibility Reporting,0.001669972484703027
top2_Corporate Social Responsibility Reporting,0.0015418233757969924
top5_Islamic Finance and Banking Studies,0.0013859113044941201
top5_Gender Diversity and Inequality,0.0013661059166057484
top5_Risk Management in Financial Firms,0.0006987408346825961
top2_Firm Innovation and Growth,0.0006708397187918116
top5_4w_infrequent_sklearn,0.000628365014340364
top2_Family Business Performance and Succession,0.0006176940654400588
top5_International Business and FDI,0.0003761951688709701
top5_Financial Analysis and Corporate Governance,0.0002679335106046372
top5_Corporate Insolvency and Governance,0.0002282895068080811
top2_Corporate Taxation and Avoidance,0.00011600921574062898
top5_Auction Theory and Applications,9.78403668244068e-05
"top5_Energy, Environment, Economic Growth",8.373140692498418e-05
top5_Capital Investment and Risk Analysis,7.254522955109174e-05
top2_4w_infrequent_sklearn,0.0
top5_Corporate Governance and Law,0.0
