feature,importance
top2_4w_COVID-19 diagnosis using AI,0.2005521
top5_4w_Ethics and Social Impacts of AI,0.12322023
top3_4w_share,0.09333654
top5_4w_share,0.08974016
top5_4w_Artificial Intelligence in Healthcare,0.08512626
ret_5d,0.07735926
vol_4w,0.076933324
pub_4w,0.07434827
vol_growth,0.068845265
pub_growth,0.061966702
top2_COVID-19 diagnosis using AI,0.04857191
top5_4w_Radiomics and Machine Learning in Medical Imaging,0.0
top5_4w_Online Learning and Analytics,0.0
top5_Machine Learning in Healthcare,0.0
top2_4w_infrequent_sklearn,0.0
top2_4w_Radiomics and Machine Learning in Medical Imaging,0.0
top2_4w_Machine Learning in Healthcare,0.0
top5_infrequent_sklearn,0.0
top5_Topic Modeling,0.0
top5_Radiomics and Machine Learning in Medical Imaging,0.0
top5_Online Learning and Analytics,0.0
top5_Clinical Reasoning and Diagnostic Skills,0.0
top5_Explainable Artificial Intelligence (XAI),0.0
top5_Ethics in Clinical Research,0.0
top5_Ethics and Social Impacts of AI,0.0
top5_COVID-19 diagnosis using AI,0.0
top5_Biomedical and Engineering Education,0.0
top5_Artificial Intelligence in Healthcare,0.0
top5_AI in Service Interactions,0.0
top2_infrequent_sklearn,0.0
top2_Radiomics and Machine Learning in Medical Imaging,0.0
top2_Machine Learning in Healthcare,0.0
top2_Ethics and Social Impacts of AI,0.0
top2_Artificial Intelligence in Healthcare,0.0
top2_AI in Service Interactions,0.0
top5_4w_infrequent_sklearn,0.0
