feature,coef,importance,sign
"top5_4w_Banking stability, regulation, efficiency",1.0117939172028472,1.0117939172028472,1.0
top5_Gender Diversity and Inequality,-0.9681551259287573,0.9681551259287573,-1.0
top2_Family Business Performance and Succession,-0.7958304223726239,0.7958304223726239,-1.0
top5_4w_Corporate Social Responsibility Reporting,-0.7379404185053813,0.7379404185053813,-1.0
top2_Corporate Social Responsibility Reporting,0.7172138269030186,0.7172138269030186,1.0
"top2_Banking stability, regulation, efficiency",0.6910439339686721,0.6910439339686721,1.0
top2_Corporate Taxation and Avoidance,-0.6562947530981673,0.6562947530981673,-1.0
top5_4w_Financial Reporting and Valuation Research,-0.5242482228600075,0.5242482228600075,-1.0
top5_Auction Theory and Applications,-0.46417232079197135,0.46417232079197135,-1.0
top5_Islamic Finance and Banking Studies,-0.4459275180254307,0.4459275180254307,-1.0
"top5_Banking stability, regulation, efficiency",0.44086707018359556,0.44086707018359556,1.0
"top5_Energy, Environment, Economic Growth",-0.42682132219719676,0.42682132219719676,-1.0
top5_Corporate Governance and Law,0.3806503874305479,0.3806503874305479,1.0
vol_4w,0.33945621445954227,0.33945621445954227,1.0
top5_Private Equity and Venture Capital,0.3228638852547228,0.3228638852547228,1.0
top5_Working Capital and Financial Performance,0.30717213265571514,0.30717213265571514,1.0
top5_4w_Financial Markets and Investment Strategies,-0.2835499112139661,0.2835499112139661,-1.0
top5_Firm Innovation and Growth,0.2779477220581775,0.2779477220581775,1.0
top5_Financial Markets and Investment Strategies,0.2768528251908805,0.2768528251908805,1.0
top5_4w_infrequent_sklearn,0.2740569109968806,0.2740569109968806,1.0
top5_Financial Analysis and Corporate Governance,0.26445001688820113,0.26445001688820113,1.0
top2_Private Equity and Venture Capital,-0.23577087322057474,0.23577087322057474,-1.0
top5_Corporate Taxation and Avoidance,-0.23216735565160057,0.23216735565160057,-1.0
top5_Corporate Insolvency and Governance,0.22499775024574412,0.22499775024574412,1.0
top2_4w_infrequent_sklearn,-0.20948022031006205,0.20948022031006205,-1.0
vol_growth,-0.2036068565662659,0.2036068565662659,-1.0
top5_4w_Private Equity and Venture Capital,0.19416325889258884,0.19416325889258884,1.0
"top5_Auditing, Earnings Management, Governance",0.1907435059749397,0.1907435059749397,1.0
top5_Family Business Performance and Succession,-0.1808837167199072,0.1808837167199072,-1.0
top2_Financial Markets and Investment Strategies,0.17730954887963793,0.17730954887963793,1.0
top5_Risk Management in Financial Firms,0.17201147941271303,0.17201147941271303,1.0
top5_Corporate Social Responsibility Reporting,-0.1547134565782302,0.1547134565782302,-1.0
top5_infrequent_sklearn,0.14911723551757905,0.14911723551757905,1.0
top2_Working Capital and Financial Performance,-0.13063784985755403,0.13063784985755403,-1.0
"top2_4w_Auditing, Earnings Management, Governance",0.1284836707458335,0.1284836707458335,1.0
top3_4w_share,0.1281509772010614,0.1281509772010614,1.0
top5_International Business and FDI,-0.11786812513158504,0.11786812513158504,-1.0
top5_Capital Investment and Risk Analysis,-0.10801190066242858,0.10801190066242858,-1.0
pub_growth,-0.10021440980635443,0.10021440980635443,-1.0
top2_infrequent_sklearn,0.08683059238972583,0.08683059238972583,1.0
top5_4w_share,-0.08533880000224497,0.08533880000224497,-1.0
"top2_Auditing, Earnings Management, Governance",0.05395652998040302,0.05395652998040302,1.0
ret_5d,-0.05104820327082457,0.05104820327082457,-1.0
top5_Financial Reporting and Valuation Research,0.025322365387251338,0.025322365387251338,1.0
pub_4w,0.02300844674333825,0.02300844674333825,1.0
top2_Firm Innovation and Growth,0.016615637869642496,0.016615637869642496,1.0
top2_4w_Working Capital and Financial Performance,0.01527208407719148,0.01527208407719148,1.0
top2_Financial Reporting and Valuation Research,0.009839363070780694,0.009839363070780694,1.0
