feature,coef,importance,sign
top5_4w_Ethics and Social Impacts of AI,-1.3658916510478645,1.3658916510478645,-1.0
top5_Ethics and Social Impacts of AI,0.9064389026543583,0.9064389026543583,1.0
"top5_Healthcare cost, quality, practices",-0.8773840525467779,0.8773840525467779,-1.0
top5_4w_Clinical Reasoning and Diagnostic Skills,0.8760234684652574,0.8760234684652574,1.0
top2_4w_Machine Learning in Healthcare,-0.748323187111254,0.748323187111254,-1.0
top5_COVID-19 diagnosis using AI,0.6945062598898005,0.6945062598898005,1.0
top5_4w_Radiomics and Machine Learning in Medical Imaging,0.6343244064126354,0.6343244064126354,1.0
top5_Clinical Reasoning and Diagnostic Skills,0.6017360217948059,0.6017360217948059,1.0
top5_4w_infrequent_sklearn,-0.5789531267831663,0.5789531267831663,-1.0
top2_Ethics in Clinical Research,-0.5763419136153344,0.5763419136153344,-1.0
top5_Machine Learning in Healthcare,-0.5582343353073095,0.5582343353073095,-1.0
top2_4w_COVID-19 diagnosis using AI,0.48981467664856543,0.48981467664856543,1.0
top5_4w_Ethics in Clinical Research,0.4050144870569516,0.4050144870569516,1.0
top5_4w_AI in Service Interactions,0.39000944746333,0.39000944746333,1.0
top2_AI in cancer detection,0.3538358187423647,0.3538358187423647,1.0
top2_4w_infrequent_sklearn,0.34921018670135323,0.34921018670135323,1.0
top2_Radiomics and Machine Learning in Medical Imaging,-0.31405517756370904,0.31405517756370904,-1.0
top5_Ethics in Clinical Research,-0.31401945566640194,0.31401945566640194,-1.0
top2_Explainable Artificial Intelligence (XAI),0.3093556618835978,0.3093556618835978,1.0
top5_Radiomics and Machine Learning in Medical Imaging,-0.3039756692483725,0.3039756692483725,-1.0
top5_Online Learning and Analytics,-0.2762458742324598,0.2762458742324598,-1.0
top5_Radiology practices and education,-0.2642597184903736,0.2642597184903736,-1.0
top5_Biomedical and Engineering Education,0.2623417468360555,0.2623417468360555,1.0
top5_4w_Explainable Artificial Intelligence (XAI),-0.2604900578988699,0.2604900578988699,-1.0
top5_Artificial Intelligence in Healthcare,0.25954650697941084,0.25954650697941084,1.0
top2_Artificial Intelligence in Healthcare,0.23352716600912193,0.23352716600912193,1.0
vol_4w,-0.2194537645326281,0.2194537645326281,-1.0
top2_4w_Radiomics and Machine Learning in Medical Imaging,-0.17467203508939166,0.17467203508939166,-1.0
top5_4w_Online Learning and Analytics,-0.17403152071333267,0.17403152071333267,-1.0
"top5_Cardiac, Anesthesia and Surgical Outcomes",-0.16277448169313724,0.16277448169313724,-1.0
top5_infrequent_sklearn,-0.16181198761073085,0.16181198761073085,-1.0
top5_AI in Service Interactions,-0.15888141868593855,0.15888141868593855,-1.0
top2_infrequent_sklearn,-0.11402488208890074,0.11402488208890074,-1.0
top2_COVID-19 diagnosis using AI,0.09885773197987252,0.09885773197987252,1.0
top5_Explainable Artificial Intelligence (XAI),0.08783260231116892,0.08783260231116892,1.0
top2_Autopsy Techniques and Outcomes,-0.08408987671127258,0.08408987671127258,-1.0
top5_Autopsy Techniques and Outcomes,0.08215609078183526,0.08215609078183526,1.0
top5_Advanced X-ray and CT Imaging,0.07689850219532006,0.07689850219532006,1.0
vol_growth,-0.07686276134611088,0.07686276134611088,-1.0
top5_4w_Artificial Intelligence in Healthcare,-0.06064251265956841,0.06064251265956841,-1.0
ret_5d,-0.051104165812209085,0.051104165812209085,-1.0
top5_Topic Modeling,0.050979834046044996,0.050979834046044996,1.0
top5_4w_Topic Modeling,0.05066670085389786,0.05066670085389786,1.0
top5_AI in cancer detection,-0.02881983285802507,0.02881983285802507,-1.0
top2_Ethics and Social Impacts of AI,0.016956506106405513,0.016956506106405513,1.0
top2_AI in Service Interactions,-0.012219487410412481,0.012219487410412481,-1.0
top2_Machine Learning in Healthcare,0.004228093817537667,0.004228093817537667,1.0
