feature,importance
top5_infrequent_sklearn,0.08443127
top5_4w_Artificial Intelligence in Healthcare,0.08221317
top5_Artificial Intelligence in Healthcare,0.07560334
top3_COVID-19 diagnosis using AI,0.074070275
top5_4w_Ethics and Social Impacts of AI,0.07129396
top5_4w_Explainable Artificial Intelligence (XAI),0.057261325
vol_4w,0.056537446
top4_Radiomics and Machine Learning in Medical Imaging,0.053571325
top5_Ethics and Social Impacts of AI,0.05204433
top3_Radiomics and Machine Learning in Medical Imaging,0.05025305
ret_5d,0.04784691
top3_Machine Learning in Healthcare,0.04495814
vol_growth,0.041673053
top2_Machine Learning in Healthcare,0.04142753
top2_COVID-19 diagnosis using AI,0.03876451
top4_Machine Learning in Healthcare,0.03573786
top5_4w_Online Learning and Analytics,0.032151405
top5_AI in Service Interactions,0.030622775
top2_Radiomics and Machine Learning in Medical Imaging,0.029538298
top5_4w_Clinical Reasoning and Diagnostic Skills,0.0
top5_Ethics in Clinical Research,0.0
top5_Biomedical and Engineering Education,0.0
top5_COVID-19 diagnosis using AI,0.0
top5_Clinical Reasoning and Diagnostic Skills,0.0
top5_4w_Ethics in Clinical Research,0.0
"top5_Healthcare cost, quality, practices",0.0
top5_Explainable Artificial Intelligence (XAI),0.0
top5_4w_AI in Service Interactions,0.0
top5_Machine Learning in Healthcare,0.0
top5_Online Learning and Analytics,0.0
top5_Radiomics and Machine Learning in Medical Imaging,0.0
top5_Topic Modeling,0.0
top2_4w_COVID-19 diagnosis using AI,0.0
top2_4w_infrequent_sklearn,0.0
top5_AI in cancer detection,0.0
top4_Explainable Artificial Intelligence (XAI),0.0
top4_infrequent_sklearn,0.0
top4_Online Learning and Analytics,0.0
top2_AI in Service Interactions,0.0
top2_Artificial Intelligence in Healthcare,0.0
top2_Ethics in Clinical Research,0.0
top2_infrequent_sklearn,0.0
top3_AI in Service Interactions,0.0
top3_Artificial Intelligence in Healthcare,0.0
top3_Clinical Reasoning and Diagnostic Skills,0.0
top3_Ethics and Social Impacts of AI,0.0
top3_Ethics in Clinical Research,0.0
top3_Explainable Artificial Intelligence (XAI),0.0
top3_Online Learning and Analytics,0.0
top3_Topic Modeling,0.0
top3_infrequent_sklearn,0.0
top4_AI in Service Interactions,0.0
top4_AI in cancer detection,0.0
top4_Artificial Intelligence in Healthcare,0.0
top4_Biomedical and Engineering Education,0.0
top4_COVID-19 diagnosis using AI,0.0
top4_Clinical Reasoning and Diagnostic Skills,0.0
top4_Ethics and Social Impacts of AI,0.0
top4_Ethics in Clinical Research,0.0
top5_4w_infrequent_sklearn,0.0
