feature,coef,importance,sign
top2_Artificial Intelligence in Healthcare,-1.0488276036793125,1.0488276036793125,-1.0
top5_Clinical Reasoning and Diagnostic Skills,1.020026902004331,1.020026902004331,1.0
top5_4w_infrequent_sklearn,0.9242388604049991,0.9242388604049991,1.0
top5_4w_Online Learning and Analytics,-0.8507703096283141,0.8507703096283141,-1.0
top2_Radiomics and Machine Learning in Medical Imaging,0.8489274978099498,0.8489274978099498,1.0
top2_4w_COVID-19 diagnosis using AI,-0.7581669590127923,0.7581669590127923,-1.0
top5_4w_Ethics and Social Impacts of AI,-0.7557746747599623,0.7557746747599623,-1.0
top5_Biomedical and Engineering Education,-0.731324009420279,0.731324009420279,-1.0
top5_infrequent_sklearn,-0.6971715655712513,0.6971715655712513,-1.0
top5_4w_Artificial Intelligence in Healthcare,0.6301581160345483,0.6301581160345483,1.0
top5_Ethics in Clinical Research,0.5215763856928788,0.5215763856928788,1.0
top5_Explainable Artificial Intelligence (XAI),0.5025086811765663,0.5025086811765663,1.0
top2_Ethics and Social Impacts of AI,0.4853658231691506,0.4853658231691506,1.0
top2_4w_infrequent_sklearn,0.47973500332215196,0.47973500332215196,1.0
top5_COVID-19 diagnosis using AI,0.4486932100928807,0.4486932100928807,1.0
top2_4w_Radiomics and Machine Learning in Medical Imaging,0.4467066600236215,0.4467066600236215,1.0
top5_AI in Service Interactions,-0.44479470471041643,0.44479470471041643,-1.0
top5_4w_share,0.4343246883785674,0.4343246883785674,1.0
pub_4w,0.3993833041620511,0.3993833041620511,1.0
top5_Radiomics and Machine Learning in Medical Imaging,-0.36021744962283075,0.36021744962283075,-1.0
top2_AI in Service Interactions,-0.35176099379279036,0.35176099379279036,-1.0
top5_Online Learning and Analytics,0.24386697660840695,0.24386697660840695,1.0
top5_Artificial Intelligence in Healthcare,-0.23929796738649897,0.23929796738649897,-1.0
vol_4w,-0.22909285690010112,0.22909285690010112,-1.0
top5_Ethics and Social Impacts of AI,-0.22500951807633426,0.22500951807633426,-1.0
pub_growth,-0.1725089950520559,0.1725089950520559,-1.0
top2_4w_Machine Learning in Healthcare,-0.1564235949805579,0.1564235949805579,-1.0
ret_5d,-0.15106247703746642,0.15106247703746642,-1.0
top5_Topic Modeling,-0.13262256309672552,0.13262256309672552,-1.0
top2_infrequent_sklearn,-0.12228230185916265,0.12228230185916265,-1.0
top5_Machine Learning in Healthcare,0.10561673166169341,0.10561673166169341,1.0
top2_Machine Learning in Healthcare,0.10340687548061343,0.10340687548061343,1.0
top2_COVID-19 diagnosis using AI,0.09702181222397366,0.09702181222397366,1.0
vol_growth,0.0761018852795885,0.0761018852795885,1.0
top5_4w_Radiomics and Machine Learning in Medical Imaging,0.06399911730115192,0.06399911730115192,1.0
top3_4w_share,-0.03212322287620062,0.03212322287620062,-1.0
