feature,importance
vol_4w,0.16294767804644616
top3_4w_share,0.12488751715364943
pub_4w,0.11657352490230778
ret_5d,0.11518551480672441
top5_4w_share,0.10505436895902105
vol_growth,0.09914510985769992
pub_growth,0.07788933751675667
top2_Health disparities and outcomes,0.01827815436891587
top2_Healthcare Policy and Management,0.018249442223521994
top2_4w_Health disparities and outcomes,0.01614746502333756
top2_4w_Healthcare Systems and Reforms,0.014001880167111765
"top5_4w_Insurance, Mortality, Demography, Risk Management",0.012820215226288486
top5_4w_Healthcare Policy and Management,0.01280233394339332
"top5_4w_Financial Literacy, Pension, Retirement Analysis",0.012242521729850853
top5_infrequent_sklearn,0.009011743247179458
top5_4w_Employment and Welfare Studies,0.008544916334084485
top2_infrequent_sklearn,0.008493714098962503
top2_Healthcare Systems and Reforms,0.007445396844083503
"top5_Insurance, Mortality, Demography, Risk Management",0.005102712174238342
"top2_Insurance, Mortality, Demography, Risk Management",0.0040605746255224515
"top5_Health Systems, Economic Evaluations, Quality of Life",0.003908291520956651
top5_Employment and Welfare Studies,0.003861895975486164
top5_Health disparities and outcomes,0.003670957683464373
top5_Healthcare Policy and Management,0.003633527503949299
top2_Employment and Welfare Studies,0.0034770375454529117
top5_Healthcare Systems and Reforms,0.0034044482786341453
top2_Global Maternal and Child Health,0.0029862790158907146
top2_Climate Change and Health Impacts,0.0029083117024675666
top5_Climate Change and Health Impacts,0.0027972805722967027
top5_Global Maternal and Child Health,0.0023236316715678517
top2_4w_Healthcare Policy and Management,0.0022382128233634346
top5_Fiscal Policy and Economic Growth,0.002182962567315863
top5_nan,0.0016042118644007876
"top5_Financial Literacy, Pension, Retirement Analysis",0.0014820000872432298
top5_4w_Healthcare Systems and Reforms,0.0013897900360253957
"top5_Energy, Environment, Economic Growth",0.0013882518476977515
"top2_Health Systems, Economic Evaluations, Quality of Life",0.0013231496379183562
top5_Global Public Health Policies and Epidemiology,0.0011654860298477034
top5_4w_infrequent_sklearn,0.0010128346088339834
top5_Economic Growth and Productivity,0.000972707351352896
top5_Air Quality and Health Impacts,0.000662043657124242
top5_Healthcare Systems and Challenges,0.0005408194311348093
top2_4w_infrequent_sklearn,0.0005029925134906753
top5_Global Health Workforce Issues,0.0004987270687285276
top2_Air Quality and Health Impacts,0.00033128334644904743
"top5_Retirement, Disability, and Employment",0.00030466522116636406
top2_Economic Growth and Productivity,0.0001785542970776178
top5_4w_Health disparities and outcomes,7.537267875840557e-05
top5_COVID-19 Pandemic Impacts,7.081569439509205e-05
"top5_Birth, Development, and Health",7.074646683787061e-05
top2_Aging and Gerontology Research,6.505197711788245e-05
top5_Blood Pressure and Hypertension Studies,4.958797957251484e-05
top5_Global Healthcare and Medical Tourism,2.595951066103983e-05
top5_Energy and Environment Impacts,7.990584224028074e-06
"top5_Gender, Labor, and Family Dynamics",0.0
top5_HIV/AIDS Impact and Responses,0.0
top2_Fiscal Policy and Economic Growth,0.0
top5_Demographic Trends and Gender Preferences,0.0
top5_Intergenerational Family Dynamics and Caregiving,0.0
